channel,message_id,text,timestamp,views,sender_id
Shageronlinestore,7459,"🎯Food Feeder Plus 

🔰 100% Food Grade Silicone 
🔰 BPA Free 
🔰 Latex Free 
🔰 Phthalate Free 
🔰 Non- Toxic 
🔰 Freeze Safe 
🔰 Microwave Safe 
🔰 Boil Safe 
🔰 Steam Safe 
🔰 Zero Month and Above


         ዋጋ:- 300ብር✅

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-02T07:00:53+00:00,3227,
Shageronlinestore,7458,"🙌 starry sky  Humidifier

💥 በኤሌክትሪክ የሚሰራ 
💥 ለቤት መልካም መዓዛን የሚሰጥ
👉capacity-280ml
🚩Purify the air & Beautify the Environment
🚩Reducing soot soothe fatigue  

Your Home , Your Smile‼


     ዋጋ፦ 1300ብር

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-01T08:44:10+00:00,4133,
Shageronlinestore,7454,"🙌 starry sky  Humidifier

💥 በኤሌክትሪክ የሚሰራ 
💥 ለቤት መልካም መዓዛን የሚሰጥ
👉capacity-280ml
🚩Purify the air & Beautify the Environment
🚩Reducing soot soothe fatigue  

Your Home , Your Smile‼


     ዋጋ፦ 1300ብር

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-07-01T08:44:10+00:00,3776,
Shageronlinestore,7453,"🔥Kumtel Room Heater

👍የቤት ማሞቂያ
👍ባለ አንድ lamp 
👍የሃይል መጨመሪያና መቀነሻ ያለው
👍 1200watt

   ዋጋ:-2800 ብር💵

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን  ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-30T16:20:56+00:00,4570,
Shageronlinestore,7451,"🌟SONIFER  2 speed  Hand Blender with Cup

👉ለልጆች ምግብ 
👉 ሱፕ ለማዘጋጀት
👉 ክሬም ለመስራት 
👉 ለስሙዚ

✨ የራሱ ካፕ አብሮ ስላለው በቀላሉ ጁስ ለማዘጋጀት ተመራጭ

         ዋጋ፦ 🏷  2,700 ብር


✌️ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore             ",2025-06-30T07:13:07+00:00,5132,
Shageronlinestore,7450,"💥12 jar rotating spice carousel 

🔰space saving design 
🔰rotating tower rack
🔰heavy duty Stainless steel
🔰12 bottled jar
🔰professional use 
🔰Elegant design

ዋጋ፦  💰🏷  2600 ብር

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-28T06:50:27+00:00,5888,
Shageronlinestore,7449,"💥12 jar rotating spice carousel 

🔰space saving design 
🔰rotating tower rack
🔰heavy duty Stainless steel
🔰12 bottled jar
🔰professional use 
🔰Elegant design

ዋጋ፦  💰🏷  2600 ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-28T06:49:23+00:00,4822,
Shageronlinestore,7448,"💥7pcs food storage containers

👍7 የተለያየ መጠን ያላቸዉ የአስቤዛ ማስቀመጫ
👍 ከንፁህ አክሬሊክ የተሰሩ
👍 ክዳኑ ጎማ ስላለዉ ግጥም ብሎ የሚዘጋ
👍 ትልቁ ፓስታ በቁመቱ የሚያስቀምጥ
👍ክዳኑ ላይ ማስተንፈሻ ያለዉ
👍 ከpba free የሆነ
    
       ዋጋ:-3300ብር✅ 

♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-27T16:26:44+00:00,5117,
Shageronlinestore,7443,"💥7pcs food storage containers

👍7 የተለያየ መጠን ያላቸዉ የአስቤዛ ማስቀመጫ
👍 ከንፁህ አክሬሊክ የተሰሩ
👍 ክዳኑ ጎማ ስላለዉ ግጥም ብሎ የሚዘጋ
👍 ትልቁ ፓስታ በቁመቱ የሚያስቀምጥ
👍ክዳኑ ላይ ማስተንፈሻ ያለዉ
👍 ከpba free የሆነ
    
       ዋጋ:-3300ብር✅ 

♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-27T16:26:43+00:00,4361,
Shageronlinestore,7442,"💥 DUST ROLLER STICKER

👉 የሱፍ ልብስ ማፅጂያ
👉 1 ተቀያሪ ስቲከር ያለው
👉 አንድ ባለ ረጅም እጄታ ሩሎ

       ዋጋ፦ ✅ 600 ብር

🥵ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-27T11:12:28+00:00,5361,
Shageronlinestore,7441,"💥 DUST ROLLER STICKER

👉 የሱፍ ልብስ ማፅጂያ
👉 1 ተቀያሪ ስቲከር ያለው
👉 አንድ ባለ ረጅም እጄታ ሩሎ

       ዋጋ፦ ✅ 600 ብር

🥵ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-27T11:11:32+00:00,4829,
Shageronlinestore,7440,"💥food masher and serve bowl set

   ዋጋ:-450ብር

🥵ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-27T07:30:43+00:00,4926,
Shageronlinestore,7439,"🌟⭐️⭐️.......⭐️⭐️⭐️
🎯 LCD Writing Tablet 
        ለልጅዎ 

🖌Lcd writing tablet🖌
(8.5inch)

👍ልጆች እየተዝናኑ የሚማሩበት 
LCD WRITING TAB
👍ለፅሁፍ እና ለስዕል መለማመጃ የሚሆን
👍የወረቀት እና እርሳስ ወጪን የሚቆጥብ
👍ብናኝ ወይም አይን የሚወጋ ብርሀን ስለሌለው በምቾት እና በደህንነት ለረጅም ሰአት የሚጠቀሙበት
👍ለቢሮ እና ለምግብ ቤት ለተለያዬ አገልግሎቶች መጠቀም ይችላሉ
👍ምስሉ የፈለጉትን ያህል መቆየት የሚችል ሲሆን አንድ ቁልፍ ብቻ በመጫን መቆለፍም ሆነ መሰረዝ ያስችላል ታብሌቱ ቀጭን ስለሆነ በእጅ ቦርሳ ለመያዝ አመቺ ነው።

ዋጋ፦  💰🏷  550 ብር

🥵ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-26T07:37:14+00:00,5688,
Shageronlinestore,7438,"🌟⭐️⭐️.......⭐️⭐️⭐️
🌟 LCD Writing Tablet 
        ለልጅዎ 

🖌Lcd writing tablet🖌
(8.5inch)

👍ልጆች እየተዝናኑ የሚማሩበት 
LCD WRITING TAB
👍ለፅሁፍ እና ለስዕል መለማመጃ የሚሆን
👍የወረቀት እና እርሳስ ወጪን የሚቆጥብ
👍ብናኝ ወይም አይን የሚወጋ ብርሀን ስለሌለው በምቾት እና በደህንነት ለረጅም ሰአት የሚጠቀሙበት
👍ለቢሮ እና ለምግብ ቤት ለተለያዬ አገልግሎቶች መጠቀም ይችላሉ
👍ምስሉ የፈለጉትን ያህል መቆየት የሚችል ሲሆን አንድ ቁልፍ ብቻ በመጫን መቆለፍም ሆነ መሰረዝ ያስችላል ታብሌቱ ቀጭን ስለሆነ በእጅ ቦርሳ ለመያዝ አመቺ ነው።

ዋጋ፦  💰🏷  550 ብር

🥵ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ  ቁ.1👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

  📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819



💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-26T07:37:14+00:00,4633,
